,Date,Title,Link,Director,Cast,Production,Reception,Plot,Writer,Music Director,Cinematographer,Reception Sentiment,Month,Reception Score,TSNE-2D-one,TSNE-2D-two
38,2023-03-10,Irumban,/wiki/Irumban,Keera,"Jr MGR,Aishwarya Dutta,Yogi Babu",Lemuria Movies,"The film was released 10 March 2023 in theatres. A critic fromDina Thanthigave a mixed review and noted that ""Cinematographer Lenin Balaji has brilliantly captured the beauty of the Mediterranean and the forest. Listen to 'Nanga Pudusa Kattikita Jodi' Remix song composed by Srikanth Deva. The background music also makes the story move faster. The slackness in the second half of the screenplay is a weakness for the film. Director Keera has shot a different love story briskly.""[4].A critic fromThinaboomisaid that "" Kudos to Lenin Balaji for the beautiful cinematography of the sea and storm scenes. Director Keera has tried to give it as an adventure thriller with love""[5]Critic fromMaalai Malargave a  mixed review and noted that "" Director Keera has conveyed the true story beautifully to the audience. The slackness in the second half of the screenplay is a weakness of the film. The unusual love story has been beautifully shot and is being appreciated.""[6]",,V Keera,Srikanth Deva,Lenin Balaji,0.9826,3,5,6.922125,-2.0818388
39,2023-03-10,Kondraal Paavam,/wiki/Kondraal_Paavam,Dayal Padmanabhan,"Santhosh Prathap,Varalaxmi Sarathkumar,Easwari Rao",Einfach Studios,"The film was released on 10 March 2023 across Tamil Nadu. Critic Logesh Balachandran fromTimes of Indiagave 3 stars out of 5 stars and noted that "" Though Kondraal Paavam has flaws, the intense characterization and the screenplay make it worth a watch.""[9]Dina Thanthigave a mixture of reviews and said that ""It is special that director Dayal Padmanabhan has directed the crime and thriller story without boring it. He has satisfied the fans by equally mixing all the feelings like sentiment, love, and betrayal.""[10]Chandhini R fromNew Indian expressnoted that "" An effective suspense drama shouldered by compelling performances"" and gave 3 stars out of 5 stars.[11]","In a small village located deep in Tamil Nadu, a poor family consisting of aged parents Karuppusamy and Valliyammal and their spinster daughter Mallika, receives a visit from a fortune teller. The fortune teller predicts that their luck will change dramatically overnight, and it is up to them to make the best or worst of it. On the same day, a stranger, Arjunan, arrives and asks if he can stay for the night. While initially reluctant, they take him in, and increasingly become comfortable with him. Arjunan gets to know about the financial issues that the family is having. He shows them a box full of money and jewels and says that his luck changed by working hard, assuring them that so could theirs. Mallika, enchanted by the riches and his good looks, tries to seduce Arjunan, before he chastises her for trying to do so. Mallika later talks her parents into killing Arjunan and stealing the gold and cash to solve their problems. Even though the parents are hesitant, they agree to the plan. After a couple of hiccups, including a plan to poison Arjunan which goes awry, Mallika kills Arjunan by cutting his throat while he is sleeping. Meanwhile, Karuppusamy gets excessively drunk at the local liquor shop, and the sympathetic bar boy tells him to go home by revealing something about Arjunan in his house. Karuppusamy is stunned by the revelation and comes home as fast as he can to tell the family the truth. Realizing that he has been murdered, he laments that Arjunan was none other than their long-lost son Karunakaran, who had run away when he was 10 years old. He had come back to visit his family, after working hard to earn money and settling himself. The family is devastated. They all consume the poison intended for Karunakaran, and Karuppusamy uses all the cotton in the house to set it on fire and burns himself along with it. An in-credits voiceover shows the diary entry Karunakaran wrote before he slept, where he decides to leave the money and jewels at the house and leave it as a stranger before the morning. He originally plots a prank to not reveal his identity just for a day, but since his sister had, out of her necessity, tried to seduce him, he changes his mind to save his sister from forever being in disgust of her actions.",John Mahendran(dialogues),Sam C. S.,Chezhiyan,0.9344,3,5,-3.4658768,-8.419044
40,2023-03-10,Maan Vettai,,M. Thirumalai,"Sharan, Sunita Gogoi,Suman Shetty",T Creations,,,,,,,3,5,-2.290816,3.5910406
41,2023-03-10,Memories,/wiki/Memories_(2023_film),Syam—Praveen,"Vetri,Parvathy Arun, Dayyana Hameed",Shiju Thameen's Film Factory,"The film was released theatrically worldwide on 10 March 2023.[8][9]The film received negative reviews from critics. Logesh Balachandran critic fromTimes of Indiagave 1.5 stars out of 5 stars and noted that "" Memories, an experience we wish to erase from our memory "".[10]A critic from Thesouthfirst said, ""In all,Memoriesreally tests your memory and make you sweat to make a sense of it.""[11]Cinema Expressfelt ""film ends up being a largely forgettable experience despite having a fantastical premise at the core of it all"".[12]","Venki, who is accused of murder, is unable to recollect what happened due to memory loss.",Vipin KrishnanSyam Praveen,Gavaskar Avinash,ArmoKiran Nupital,-0.8351,3,1,3.8536801,-0.38764983
42,2023-03-17,D3,/wiki/D3_(2023_film),Balaaji,"Prajin,Vidya Pradeep,Charle",JKM Productions,"Logesh Balachandran ofTimes of indiagave 2.5 stars out of 5 stars and stated that "" D3 engages us in parts but struggles to give that immersive experience one would expect from an investigative thriller."".[15]Maalai MalarCritic wrote that ""Prajin, who is playing the hero, has put in a lot of work for the film"" and gave 2.75 rating out of 5 ratings.[16]Manigandan Kr of thesouthfirst wrote that ""Rahul Madhav, who plays a doctor and a close friend of Vikram, steals the limelight.""[17]Dinamalarcritic gave mixture of review and gave 2.5 rating out of 5.[18]Dina Thanthicritic noted that ""Climax vibrates"".[19]","The movie starts with a housewife attending a phone call who dies in an accident. Then comes the hero who escapes from Hooligans and here comes flashback. Vikram is an inspector in D3 station in courtallam. One housewife goes missing in a area . After 3 years, the DGP's son goes missing. A man gets murdered by a hooligan named Senthamarai who is binami of a minister of ruling party.",Balaaji,,,0.7717,3,5,2.1385477,-1.8833148
43,2023-03-17,Ghosty,/wiki/Ghosty_(2023_film),Kalyaan,"Kajal Aggarwal,Yogi Babu,K. S. Ravikumar",Seed Pictures,"The film was released on 17 March 2023 in theatres. Logesh Balachandran fromthe Times of Indiagave it 1.5 stars out of 5 and stated that ""Overall, Ghosty is another Tamil film that fails to do justice to the horror-comedy genre,""[14]Chandhini R fromCinema Expressgave a negative review and gave a 1.5 rating out of 5.[15]India Heraldcritic wrote that ""the movie fall flates with viewers because of its weak one-liners and ridiculous circumstances.""[16]Dinamalarcritic gave the film a negative review and 1 star out of 5.[17]Maalai Malarcritic gave 2.5 out of 5 and gave a mixed review.[18]",,Kalyaan,Sam CS,Jacob Rathinaraj,-0.9042,3,1,-3.0546699,1.9461873
44,2023-03-17,Kannai Nambathey,/wiki/Kannai_Nambathey,Mu. Maran,"Udhayanidhi Stalin,Aathmika,Srikanth",LIPI Cine Crafts,,,Mu. Maran,Siddhu Kumar,Jalandhar Vasan,,3,5,0.09594701,-0.08995808
45,2023-03-17,Katradhu Mara,,M. Baskar,"Sudhir, Fouziee,R. N. R. Manohar",Baskar Cinema Company,,,,,,,3,5,-1.4755062,6.2880836
46,2023-03-17,Kudimahaan,/wiki/Kudimahaan,Prakash N,"Vijay Sivan,Chandini Tamilarasan,Namo Narayana",Scenario Media Works,"The film was released on 17 March 2023  and got rave reviews from critics and audience.[5]Logesh Balachandran ofTimes of indiagave 3.5 stars out of 5 and noted that ""with the background score being a particular standout, except for one unnecessary song in the second half"".[6]Dinamalarcritic stated that ""The film would have attracted more attention if some actors of star status were cast."" and gave 2.75 rating out of 5.[7]Dina Thanthicritic wrote that ""The effects of drinking could also have been emphatically displayed."".[8]Maalai Malarcritic gave 3 rating out of 5 and stated that ""He has made the screenplay to make you laugh at some places and not to make you laugh at some places.""[9]Manigandan Kr critic from the south first wrote that ""No big stars, no big comedians, and no big brands involved and yet,Kudimahaanis highly entertaining. It is worth your time and money."",[10]Cinema Vikatan critic praised the writer and director for utilizing characters efficiently and invoked humor from them.[11]",,Sree Kumar,Tanuj Menon,Meyyendiran,0.9082,3,5,-4.3804197,1.3780692
47,2023-03-17,Raja Magal,/wiki/Raja_Magal_(film),Henry I,"Murugadoss,Bagavathi Perumal, Prithiksha",Moon Walk Pictures,"The film was released on 17 March 2023 across Tamil Nadu. A critic fromThe Hindustan Timesgave the film a positive review, praising the performance of the child actress.[3]A reviewer fromDina Thanthigave the film a mixed review, noting that several scenes in the film seemed ""serial-like"".[4]Further mixed reviews were provided to the film from critics fromThinaboomiandVirakesari.[5][6]",,,Shankar Rangarajan,Nikki Kannan,0.5859,3,4,5.3786426,4.818416
48,2023-03-24,Dhool Parakkudhu,,Kanchi S. Durai,"Ramesh, Durai, Abdul Rahman",Dhanam Pictures,,,,,,,3,5,-11.22492,1.0994005
49,2023-03-24,N4,/wiki/N4_(film),Lokesh Kumar,"Michael Thangadurai, Gabriella Sellus,Anupama Kumar",Dharmraj Films,"The film released 24 March 2023 across the tamilnadu.Logesh Balachandran ofThe Times of Indiagave 3 stars out of 5 and noted that "" N4 is an honest attempt with intense emotions, and it's definitely worth watching.""[10]Sowmya Rajendran fromThe News Minutestated that ""N4’s central idea seems to have been to look at how an  accidental crime exposes power equations and systemic prejudice, without casting anyone as a vicious villain""[11].Indiaheraldcritic wrote that ""Watching N4 is definitely worthwhile because it is an honest effort with strong emotions.""[12]",,Lokesh Kumar,Balasubramanian G,Divyank,0.8316,3,5,-5.608627,0.15568927
50,2023-03-24,Parundhaaguthu Oor Kuruvi,/wiki/Parundhaaguthu_Oor_Kuruvi,Dhanabalan Govindaraj,"Vivek Prasanna, Nishanth Russo,Gayathiri Iyer",Lights On Media,"The film was released on 24 March 2023 acrossTamil Nadu. Logesh Balachandran ofTimes of indiagave 2 stars out of 5 and wrote that ""The movie tries to be different, but ultimately falls short due to its mediocre filmmaking and inappropriate characters.""[6]Anusha Sundar fromCinema Expressnoted that ""Parundhaaguthu Oor Kuruvihas a decent premise and a fairly exciting plot"" and gave 2 rating out of 5.[7]",,Dhanabalan Govindaraj,Renjith Unni,Ashwin Noel,0.6486,3,5,0.8794205,1.3232061
51,2023-03-24,Venkat Puthiyavan,,Jayanth,"Venkatesh, Shilpa, Vengal Rao",V N Movies,,,,,,,3,5,-7.074775,4.610941
52,2023-03-26,Ellaam Mela Irukuravan Paathuppan,/wiki/Ellaam_Mela_Irukuravan_Paathuppan,U. Kaviraj,"Aari Arujunan, Shaashvi Bala,Rajendran",Rowther Films,"After remaining unreleased for several years, the makers announced that the film would have a theatrical release across Tamil Nadu on 7 April 2023 through the distributor Saraswati Enterprises.[9]In a turn of events, the film was selected byColors Tamilfor a direct television premiere on 26 March 2023. Kaviraj noted that he was satisfied with the mode of release as the ""film would reach a larger audience through the premiere"".[10][11]","Ragu is a jobless Engineering graduate, who has no place to stay and seeks refugee with his native place friend Aravind Samy. He works in a restaurant as a cook along with Thirunavukarasu, Mani and Vasudevan, who share the same room. Ragu also has a girlfriend who works as a makeup artist for a superstar in the cinema industry. One night while going near the room of assumed dead son of the restaurant Ragu finds a mysterious device and acquires superhuman powers.",,,,0.4404,3,4,-5.167683,7.6440506
53,2023-03-30,Pathu Thala,/wiki/Pathu_Thala,Krishna,"Silambarasan,Gautham Karthik,Gautham Vasudev Menon",Studio Green,The film grossed over₹20crores worldwide after three days of its release.[29]After the sixth day of its release the film grossed₹50crores worldwide.[30]Its closing worldwide collection stands at₹55crore.[1],"Tamil Nadu CM, Arunmozhi Raja, disappears after being summoned at night by Deputy CM Naanjilar Gunasekaran, who is also his political rival. TheCBIinvestigates Ameer, the henchman of a dreaded crime boss AG Raavanan alias AGR, who is known to be Naanjilar's sworn enemy. After being surrounded by the police, Ameer commits suicide rather than surrendering.",,A. R. Rahman,Farook J. Basha,-0.1027,3,3,-1.5198976,-1.647329
